Timestamp,Width (cm),Height (cm),cm_per_pixel
2025-11-13 19:32:55,5.12,5.23,0.0289
2025-11-13 19:32:55,5.12,5.2,0.0289
2025-11-13 19:32:55,5.12,5.23,0.0289
2025-11-13 19:32:56,5.12,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.06,5.17,0.0289
2025-11-13 19:32:56,5.03,5.17,0.02874
2025-11-13 19:32:56,5.09,5.17,0.0289
2025-11-13 19:32:56,5.12,5.23,0.02907
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.2,5.09,0.0289
2025-11-13 19:32:56,5.2,5.09,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.23,0.0289
2025-11-13 19:32:56,5.09,5.23,0.0289
2025-11-13 19:32:56,5.09,5.23,0.0289
2025-11-13 19:32:56,5.09,5.23,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:56,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.23,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.23,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:57,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.23,0.0289
2025-11-13 19:32:58,5.09,5.23,0.0289
2025-11-13 19:32:58,5.09,5.23,0.0289
2025-11-13 19:32:58,5.09,5.23,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.12,5.2,0.0289
2025-11-13 19:32:58,5.12,5.23,0.0289
2025-11-13 19:32:58,5.12,5.23,0.0289
2025-11-13 19:32:58,5.12,5.23,0.0289
2025-11-13 19:32:58,5.17,5.23,0.0289
2025-11-13 19:32:58,5.17,5.23,0.0289
2025-11-13 19:32:58,5.17,5.23,0.0289
2025-11-13 19:32:58,5.12,5.23,0.0289
2025-11-13 19:32:58,5.17,5.23,0.0289
2025-11-13 19:32:58,5.17,5.23,0.0289
2025-11-13 19:32:58,5.17,5.23,0.0289
2025-11-13 19:32:58,5.14,5.2,0.0289
2025-11-13 19:32:58,5.17,5.23,0.02907
2025-11-13 19:32:58,5.2,5.17,0.0289
2025-11-13 19:32:58,5.2,5.17,0.0289
2025-11-13 19:32:58,5.09,5.2,0.0289
2025-11-13 19:32:58,5.14,5.2,0.0289
2025-11-13 19:32:58,5.14,5.23,0.02873
2025-11-13 19:32:59,5.14,5.2,0.02874
2025-11-13 19:32:59,5.14,5.2,0.0289
2025-11-13 19:32:59,5.17,5.26,0.02907
2025-11-13 19:32:59,5.16,5.21,0.0289
2025-11-13 19:32:59,5.14,5.23,0.0289
2025-11-13 19:32:59,5.14,5.2,0.0289
2025-11-13 19:32:59,5.17,5.23,0.02907
2025-11-13 19:32:59,5.17,5.23,0.0289
2025-11-13 19:32:59,5.14,5.2,0.0289
2025-11-13 19:32:59,5.09,5.2,0.0289
2025-11-13 19:32:59,5.14,5.23,0.02874
2025-11-13 19:32:59,5.17,5.23,0.0289
2025-11-13 19:32:59,5.2,5.23,0.02907
2025-11-13 19:32:59,5.13,5.21,0.02874
2025-11-13 19:32:59,5.17,5.23,0.02907
2025-11-13 19:32:59,5.23,5.17,0.0289
2025-11-13 19:32:59,5.2,5.17,0.0289
2025-11-13 19:32:59,5.2,5.23,0.02907
2025-11-13 19:32:59,5.23,5.14,0.0289
2025-11-13 19:32:59,5.17,5.23,0.0289
2025-11-13 19:32:59,5.17,5.24,0.0289
2025-11-13 19:32:59,5.2,5.23,0.02907
2025-11-13 19:32:59,5.14,5.2,0.0289
2025-11-13 19:32:59,5.14,5.23,0.0289
2025-11-13 19:32:59,5.11,5.2,0.02874
2025-11-13 19:32:59,5.13,5.23,0.02874
2025-11-13 19:32:59,5.23,5.14,0.0289
2025-11-13 19:32:59,5.14,5.2,0.0289
2025-11-13 19:32:59,5.11,5.23,0.02874
2025-11-13 19:32:59,5.2,5.23,0.02907
2025-11-13 19:33:00,5.23,5.17,0.0289
2025-11-13 19:33:00,5.2,5.14,0.0289
2025-11-13 19:33:00,5.14,5.2,0.02874
2025-11-13 19:33:00,5.17,5.2,0.0289
2025-11-13 19:33:50,5.56,5.67,0.0061
2025-11-13 19:33:50,5.58,5.67,0.00612
2025-11-13 19:33:50,5.57,5.67,0.00612
2025-11-13 19:33:50,5.03,5.09,0.00548
2025-11-13 19:33:50,5.03,5.09,0.00548
2025-11-13 19:33:50,4.95,5.08,0.00542
2025-11-13 19:33:50,4.94,5.08,0.00542
2025-11-13 19:33:50,4.97,5.07,0.00544
2025-11-13 19:33:51,5.55,5.68,0.00613
2025-11-13 19:33:51,5.06,4.89,0.00535
2025-11-13 19:33:51,4.94,5.09,0.00542
2025-11-13 19:33:51,4.95,5.09,0.00542
2025-11-13 19:33:51,5.01,5.09,0.00548
2025-11-13 19:33:51,5.57,5.69,0.00614
2025-11-13 19:33:51,5.56,5.71,0.00613
2025-11-13 19:33:51,5.0,5.17,0.00545
2025-11-13 19:33:51,5.01,5.18,0.00546
2025-11-13 19:33:51,4.99,5.14,0.00546
2025-11-13 19:33:51,5.0,5.13,0.00548
2025-11-13 19:33:51,5.01,5.09,0.00548
2025-11-13 19:33:51,5.58,5.7,0.00614
2025-11-13 19:33:51,5.58,5.7,0.00615
2025-11-13 19:33:51,5.58,5.69,0.00615
2025-11-13 19:33:51,5.56,5.67,0.00613
2025-11-13 19:33:52,5.56,5.67,0.00613
2025-11-13 19:33:52,5.56,5.67,0.00613
2025-11-13 19:33:52,5.56,5.67,0.00613
2025-11-13 19:33:52,5.74,5.6,0.00614
2025-11-13 19:33:52,5.74,5.6,0.00614
2025-11-13 19:33:52,5.06,5.02,0.00542
2025-11-13 19:33:52,5.58,5.69,0.00614
2025-11-13 19:33:52,5.57,5.7,0.00614
2025-11-13 19:33:52,5.58,5.7,0.00614
2025-11-13 19:33:52,5.57,5.7,0.00614
2025-11-13 19:33:52,5.7,5.58,0.00613
2025-11-13 19:33:52,5.69,5.58,0.00614
2025-11-13 19:33:52,5.58,5.7,0.00614
2025-11-13 19:33:53,5.58,5.7,0.00615
2025-11-13 19:33:53,5.58,5.7,0.00615
2025-11-13 19:33:53,5.57,5.7,0.00615
2025-11-13 19:33:53,5.57,5.7,0.00614
2025-11-13 19:33:53,5.57,5.7,0.00614
2025-11-13 19:33:53,5.04,5.15,0.00542
2025-11-13 19:33:53,5.04,5.15,0.00542
2025-11-13 19:33:53,5.63,5.71,0.00614
2025-11-13 19:33:53,5.12,5.11,0.00548
2025-11-13 19:33:53,5.11,5.11,0.00548
2025-11-13 19:33:53,5.56,5.72,0.00613
2025-11-13 19:33:53,5.56,5.69,0.00613
2025-11-13 19:33:53,5.56,5.69,0.00613
2025-11-13 19:33:54,5.56,5.69,0.00613
2025-11-13 19:33:54,5.09,5.05,0.00546
2025-11-13 19:33:54,5.17,4.97,0.00539
2025-11-13 19:33:54,5.17,4.97,0.00539
2025-11-13 19:33:54,5.06,5.12,0.00548
2025-11-13 19:33:54,5.02,5.1,0.00546
2025-11-13 19:33:54,5.56,5.7,0.00613
2025-11-13 19:33:54,5.56,5.7,0.00613
2025-11-13 19:33:54,5.56,5.7,0.00613
2025-11-13 19:33:54,5.56,5.7,0.00613
2025-11-13 19:33:55,5.56,5.7,0.00613
2025-11-13 19:33:55,5.55,5.69,0.00613
2025-11-13 19:33:55,5.56,5.69,0.00613
2025-11-13 19:33:56,5.56,5.73,0.00611
2025-11-13 19:33:56,5.58,5.74,0.00613
2025-11-13 19:33:56,5.77,5.61,0.00612
2025-11-13 19:33:56,5.77,5.61,0.00612
2025-11-13 19:33:56,4.98,5.09,0.00545
2025-11-13 19:33:56,4.98,5.09,0.00545
2025-11-13 19:33:57,4.98,5.09,0.00545
2025-11-13 19:33:58,5.01,5.09,0.00543
2025-11-13 19:33:58,5.64,5.71,0.00615
2025-11-13 19:33:58,5.63,5.71,0.00615
2025-11-13 19:33:58,5.59,5.69,0.00613
2025-11-13 19:33:58,5.59,5.69,0.00613
2025-11-13 19:33:58,5.05,5.11,0.00548
2025-11-13 19:33:58,5.05,5.11,0.00548
2025-11-13 19:33:58,5.16,5.17,0.00551
2025-11-13 19:33:59,5.08,4.99,0.00538
2025-11-13 19:33:59,5.13,5.14,0.00551
2025-11-13 19:33:59,5.69,5.63,0.00613
2025-11-13 19:33:59,5.62,5.67,0.00612
2025-11-13 19:33:59,5.62,5.67,0.00612
2025-11-13 19:33:59,5.07,5.13,0.00548
2025-11-13 19:33:59,5.1,5.15,0.00551
2025-11-13 19:33:59,5.11,5.16,0.00552
2025-11-13 19:33:59,5.09,5.15,0.00552
2025-11-13 19:33:59,5.09,5.15,0.00552
2025-11-13 19:33:59,5.08,4.97,0.00542
2025-11-13 19:33:59,5.14,5.06,0.0055
2025-11-13 19:33:59,5.14,5.06,0.0055
2025-11-13 19:34:10,15.2,8.24,0.03646
2025-11-13 19:34:10,15.19,8.24,0.03647
2025-11-13 19:34:10,15.3,8.27,0.03673
2025-11-13 19:34:10,15.4,8.31,0.037
2025-11-13 19:34:10,15.29,8.27,0.03672
2025-11-13 19:34:10,15.29,8.28,0.0367
2025-11-13 19:34:10,15.17,8.23,0.03645
2025-11-13 19:34:10,15.31,8.29,0.03672
2025-11-13 19:34:10,15.31,8.3,0.03672
2025-11-13 19:34:10,15.31,8.29,0.03672
2025-11-13 19:34:10,15.31,8.29,0.0367
2025-11-13 19:34:10,15.3,8.3,0.03672
2025-11-13 19:34:10,15.28,8.29,0.0367
2025-11-13 19:34:10,15.27,8.29,0.03668
2025-11-13 19:34:10,15.23,8.29,0.03668
2025-11-13 19:34:10,15.23,8.27,0.03668
2025-11-13 19:34:10,15.34,8.33,0.03696
2025-11-13 19:34:10,15.25,8.26,0.03668
2025-11-13 19:34:10,15.28,8.27,0.03667
2025-11-13 19:34:10,15.39,8.32,0.03694
2025-11-13 19:34:10,15.3,8.26,0.03667
2025-11-13 19:34:10,15.31,8.27,0.03665
2025-11-13 19:34:10,15.32,8.27,0.03667
2025-11-13 19:34:10,15.29,8.29,0.03665
2025-11-13 19:34:10,15.3,8.28,0.03665
2025-11-13 19:34:10,15.29,8.27,0.03662
2025-11-13 19:34:10,15.38,8.32,0.03689
2025-11-13 19:34:11,15.39,8.31,0.03689
2025-11-13 19:34:11,15.38,8.31,0.03689
2025-11-13 19:34:11,15.35,8.31,0.03687
2025-11-13 19:34:11,15.46,8.36,0.03714
2025-11-13 19:34:11,15.45,8.34,0.03714
2025-11-13 19:34:11,15.41,8.33,0.03711
2025-11-13 19:34:11,15.52,8.39,0.03739
2025-11-13 19:34:11,15.39,8.29,0.03711
2025-11-13 19:34:11,15.47,8.36,0.03739
2025-11-13 19:34:11,15.44,8.35,0.03736
2025-11-13 19:34:11,15.45,8.35,0.03736
2025-11-13 19:34:11,15.42,8.34,0.03732
2025-11-13 19:34:11,15.37,8.33,0.03732
2025-11-13 19:34:11,15.47,8.36,0.03757
2025-11-13 19:34:11,15.44,8.37,0.03757
2025-11-13 19:34:11,15.44,8.36,0.03757
2025-11-13 19:34:11,15.45,8.37,0.03757
2025-11-13 19:34:11,15.56,8.45,0.03785
2025-11-13 19:34:11,15.46,8.39,0.03757
2025-11-13 19:34:11,15.48,8.39,0.03757
2025-11-13 19:34:11,15.49,8.42,0.03757
2025-11-13 19:34:11,15.36,8.36,0.03725
2025-11-13 19:34:11,15.41,8.37,0.03729
2025-11-13 19:34:11,15.45,8.4,0.03729
2025-11-13 19:34:11,15.48,8.42,0.03732
2025-11-13 19:34:11,15.39,8.37,0.03705
2025-11-13 19:34:11,15.38,8.37,0.03705
2025-11-13 19:34:11,15.38,8.36,0.03705
2025-11-13 19:34:11,15.38,8.38,0.03708
2025-11-13 19:34:11,15.26,8.31,0.03681
2025-11-13 19:34:11,15.36,8.36,0.03708
2025-11-13 19:34:11,15.34,8.35,0.03708
2025-11-13 19:34:11,15.32,8.35,0.03708
2025-11-13 19:34:11,15.45,8.42,0.03742
2025-11-13 19:34:11,15.43,8.41,0.03742
2025-11-13 19:34:11,15.29,8.36,0.03714
2025-11-13 19:34:11,15.29,8.35,0.03716
2025-11-13 19:34:11,15.4,8.39,0.03744
2025-11-13 19:34:11,15.38,8.39,0.03747
2025-11-13 19:34:11,15.39,8.39,0.03749
2025-11-13 19:34:11,15.42,8.4,0.03749
2025-11-13 19:34:11,15.43,8.4,0.03749
2025-11-13 19:34:11,15.46,8.41,0.03751
2025-11-13 19:34:11,15.49,8.43,0.03753
2025-11-13 19:34:11,15.39,8.39,0.03725
2025-11-13 19:34:11,15.56,8.45,0.03753
2025-11-13 19:34:11,15.56,8.46,0.03754
2025-11-13 19:34:11,15.58,8.46,0.03756
2025-11-13 19:34:11,15.5,8.4,0.03729
2025-11-13 19:34:11,15.54,8.43,0.03729
2025-11-13 19:34:11,15.42,8.4,0.03701
2025-11-13 19:34:11,15.46,8.39,0.03702
2025-11-13 19:34:11,15.48,8.38,0.03701
2025-11-13 19:34:11,15.49,8.4,0.03702
2025-11-13 19:34:11,15.67,8.43,0.0373
2025-11-13 19:34:11,15.59,8.33,0.03703
2025-11-13 19:34:11,15.44,8.36,0.03676
2025-11-13 19:34:11,15.48,8.35,0.03676
2025-11-13 19:34:11,15.51,8.38,0.03676
2025-11-13 19:34:11,15.51,8.38,0.03676
2025-11-13 19:34:11,15.4,8.32,0.0365
2025-11-13 19:34:11,15.44,8.36,0.0365
2025-11-13 19:34:11,8.33,15.33,0.03623
2025-11-13 19:34:12,15.47,8.36,0.03649
2025-11-13 19:34:12,15.47,8.36,0.03649
2025-11-13 19:34:12,8.43,15.51,0.0365
2025-11-13 19:34:12,8.37,15.4,0.03622
2025-11-13 19:34:12,8.33,15.4,0.03623
2025-11-13 19:34:12,8.31,15.28,0.03597
2025-11-13 19:34:12,8.34,15.39,0.03622
2025-11-13 19:34:12,8.37,15.43,0.03622
2025-11-13 19:34:12,8.32,15.31,0.03596
2025-11-13 19:34:12,8.34,15.31,0.03595
2025-11-13 19:34:12,8.38,15.45,0.03621
2025-11-13 19:34:12,8.41,15.47,0.03621
2025-11-13 19:34:12,8.35,15.36,0.03594
2025-11-13 19:34:12,8.4,15.47,0.0362
2025-11-13 19:34:12,8.34,15.37,0.03593
2025-11-13 19:34:12,8.37,15.39,0.03594
2025-11-13 19:34:12,8.38,15.4,0.03593
2025-11-13 19:34:12,8.39,15.44,0.03593
2025-11-13 19:34:12,8.42,15.49,0.03593
2025-11-13 19:34:12,8.47,15.62,0.03617
2025-11-13 19:34:12,8.43,15.55,0.03588
2025-11-13 19:34:12,8.44,15.52,0.03564
2025-11-13 19:34:12,8.44,15.55,0.03564
2025-11-13 19:34:12,8.45,15.57,0.03562
2025-11-13 19:34:12,8.35,15.38,0.03514
2025-11-13 19:34:12,8.4,15.5,0.03539
2025-11-13 19:34:12,8.43,15.53,0.03542
2025-11-13 19:34:12,8.43,15.51,0.03542
2025-11-13 19:34:12,8.4,15.51,0.03542
2025-11-13 19:34:12,8.41,15.51,0.03542
2025-11-13 19:34:12,8.4,15.48,0.03543
2025-11-13 19:34:12,8.4,15.48,0.03543
2025-11-13 19:34:12,8.41,15.5,0.03544
2025-11-13 19:34:12,8.4,15.46,0.03544
2025-11-13 19:34:12,8.46,15.59,0.03569
2025-11-13 19:34:12,8.4,15.5,0.03544
2025-11-13 19:34:12,8.41,15.5,0.03545
2025-11-13 19:34:12,8.41,15.52,0.03545
2025-11-13 19:34:12,8.44,15.52,0.03545
2025-11-13 19:34:12,8.44,15.52,0.03545
2025-11-13 19:34:12,8.37,15.44,0.03519
2025-11-13 19:34:12,8.43,15.56,0.03545
2025-11-13 19:34:12,8.38,15.45,0.0352
2025-11-13 19:34:12,8.38,15.45,0.0352
2025-11-13 19:34:12,8.41,15.46,0.03521
2025-11-13 19:34:12,8.42,15.44,0.03521
2025-11-13 19:34:12,15.49,8.38,0.03521
2025-11-13 19:34:12,8.39,15.46,0.03521
2025-11-13 19:34:12,15.42,8.38,0.03521
2025-11-13 19:34:12,15.42,8.34,0.03521
2025-11-13 19:34:12,15.46,8.4,0.03546
2025-11-13 19:34:12,15.46,8.4,0.03546
2025-11-13 19:34:12,15.46,8.4,0.03546
2025-11-13 19:34:12,15.46,8.4,0.03546
2025-11-13 19:34:12,8.46,15.5,0.03571
2025-11-13 19:34:12,15.57,8.46,0.03571
2025-11-13 19:34:12,15.57,8.5,0.03571
2025-11-13 19:34:12,15.43,8.44,0.03546
2025-11-13 19:34:12,8.44,15.46,0.03546
2025-11-13 19:34:12,8.44,15.46,0.03546
2025-11-13 19:34:12,8.44,15.55,0.03571
2025-11-13 19:34:12,15.57,8.46,0.03571
2025-11-13 19:34:25,5.56,5.67,0.0061
2025-11-13 19:34:25,5.58,5.67,0.00612
2025-11-13 19:34:26,5.57,5.67,0.00612
2025-11-13 19:34:26,5.03,5.09,0.00548
2025-11-13 19:34:26,5.03,5.09,0.00548
2025-11-13 19:34:26,4.95,5.08,0.00542
2025-11-13 19:34:26,4.94,5.08,0.00542
2025-11-13 19:34:26,4.97,5.07,0.00544
2025-11-13 19:34:26,5.55,5.68,0.00613
2025-11-13 19:34:26,5.06,4.89,0.00535
2025-11-13 19:34:26,4.94,5.09,0.00542
2025-11-13 19:34:26,4.95,5.09,0.00542
2025-11-13 19:34:26,5.01,5.09,0.00548
2025-11-13 19:34:26,5.57,5.69,0.00614
2025-11-13 19:34:26,5.56,5.71,0.00613
2025-11-13 19:34:26,5.0,5.17,0.00545
2025-11-13 19:34:27,5.01,5.18,0.00546
2025-11-13 19:34:27,4.99,5.14,0.00546
2025-11-13 19:34:27,5.0,5.13,0.00548
2025-11-13 19:34:27,5.01,5.09,0.00548
2025-11-13 19:34:27,5.58,5.7,0.00614
2025-11-13 19:34:27,5.58,5.7,0.00615
2025-11-13 19:34:27,5.58,5.69,0.00615
2025-11-13 19:34:27,5.56,5.67,0.00613
2025-11-13 19:34:27,5.56,5.67,0.00613
2025-11-13 19:34:27,5.56,5.67,0.00613
2025-11-13 19:34:27,5.56,5.67,0.00613
2025-11-13 19:34:28,5.74,5.6,0.00614
2025-11-13 19:34:28,5.74,5.6,0.00614
2025-11-13 19:34:28,5.06,5.02,0.00542
2025-11-13 19:34:28,5.58,5.69,0.00614
2025-11-13 19:34:28,5.57,5.7,0.00614
2025-11-13 19:34:28,5.58,5.7,0.00614
2025-11-13 19:34:28,5.57,5.7,0.00614
2025-11-13 19:34:28,5.7,5.58,0.00613
2025-11-13 19:34:28,5.69,5.58,0.00614
2025-11-13 19:34:28,5.58,5.7,0.00614
2025-11-13 19:34:28,5.58,5.7,0.00615
2025-11-13 19:34:28,5.58,5.7,0.00615
2025-11-13 19:34:28,5.57,5.7,0.00615
2025-11-13 19:34:28,5.57,5.7,0.00614
2025-11-13 19:34:28,5.57,5.7,0.00614
2025-11-13 19:34:28,5.04,5.15,0.00542
2025-11-13 19:34:29,5.04,5.15,0.00542
2025-11-13 19:34:29,5.63,5.71,0.00614
2025-11-13 19:34:29,5.12,5.11,0.00548
2025-11-13 19:34:29,5.11,5.11,0.00548
2025-11-13 19:34:29,5.56,5.72,0.00613
2025-11-13 19:34:29,5.56,5.69,0.00613
2025-11-13 19:34:29,5.56,5.69,0.00613
2025-11-13 19:34:29,5.56,5.69,0.00613
2025-11-13 19:34:29,5.09,5.05,0.00546
2025-11-13 19:34:29,5.17,4.97,0.00539
2025-11-13 19:34:29,5.17,4.97,0.00539
2025-11-13 19:34:30,5.06,5.12,0.00548
2025-11-13 19:34:30,5.02,5.1,0.00546
2025-11-13 19:34:30,5.56,5.7,0.00613
2025-11-13 19:34:30,5.56,5.7,0.00613
2025-11-13 19:34:30,5.56,5.7,0.00613
2025-11-13 19:34:30,5.56,5.7,0.00613
2025-11-13 19:34:30,5.56,5.7,0.00613
2025-11-13 19:34:30,5.55,5.69,0.00613
2025-11-13 19:34:30,5.56,5.69,0.00613
2025-11-13 19:35:27,5.56,5.67,0.0061
2025-11-13 19:35:28,5.58,5.67,0.00612
2025-11-13 19:35:28,5.57,5.67,0.00612
2025-11-13 19:35:28,5.03,5.09,0.00548
2025-11-13 19:35:28,5.03,5.09,0.00548
2025-11-13 19:35:28,4.95,5.08,0.00542
2025-11-13 19:35:28,4.94,5.08,0.00542
2025-11-13 19:35:28,4.97,5.07,0.00544
2025-11-13 19:35:28,5.55,5.68,0.00613
2025-11-13 19:35:28,5.06,4.89,0.00535
2025-11-13 19:35:28,4.94,5.09,0.00542
2025-11-13 19:35:28,4.95,5.09,0.00542
2025-11-13 19:35:28,5.01,5.09,0.00548
2025-11-13 19:35:28,5.57,5.69,0.00614
2025-11-13 19:35:28,5.56,5.71,0.00613
2025-11-13 19:35:28,5.0,5.17,0.00545
2025-11-13 19:35:29,5.01,5.18,0.00546
2025-11-13 19:35:29,4.99,5.14,0.00546
2025-11-13 19:35:29,5.0,5.13,0.00548
2025-11-13 19:35:29,5.01,5.09,0.00548
2025-11-13 19:35:29,5.58,5.7,0.00614
2025-11-13 19:35:29,5.58,5.7,0.00615
2025-11-13 19:35:29,5.58,5.69,0.00615
2025-11-13 19:35:29,5.56,5.67,0.00613
2025-11-13 19:35:29,5.56,5.67,0.00613
2025-11-13 19:35:29,5.56,5.67,0.00613
2025-11-13 19:35:29,5.56,5.67,0.00613
2025-11-13 19:35:29,5.74,5.6,0.00614
2025-11-13 19:35:29,5.74,5.6,0.00614
2025-11-13 19:35:30,5.06,5.02,0.00542
2025-11-13 19:35:30,5.58,5.69,0.00614
2025-11-13 19:35:30,5.57,5.7,0.00614
2025-11-13 19:35:30,5.58,5.7,0.00614
2025-11-13 19:35:30,5.57,5.7,0.00614
2025-11-13 19:35:30,5.7,5.58,0.00613
2025-11-13 19:35:30,5.69,5.58,0.00614
2025-11-13 19:35:30,5.58,5.7,0.00614
2025-11-13 19:35:30,5.58,5.7,0.00615
2025-11-13 19:35:30,5.58,5.7,0.00615
2025-11-13 19:35:30,5.57,5.7,0.00615
2025-11-13 19:35:30,5.57,5.7,0.00614
2025-11-13 19:35:30,5.57,5.7,0.00614
2025-11-13 19:35:30,5.04,5.15,0.00542
2025-11-13 19:35:30,5.04,5.15,0.00542
2025-11-13 19:35:30,5.63,5.71,0.00614
2025-11-13 19:35:30,5.12,5.11,0.00548
2025-11-13 19:35:31,5.11,5.11,0.00548
2025-11-13 19:35:31,5.56,5.72,0.00613
2025-11-13 19:35:31,5.56,5.69,0.00613
2025-11-13 19:35:31,5.56,5.69,0.00613
2025-11-13 19:35:31,5.56,5.69,0.00613
2025-11-13 19:35:31,5.09,5.05,0.00546
2025-11-13 19:35:31,5.17,4.97,0.00539
2025-11-13 19:35:31,5.17,4.97,0.00539
